id,name,name_sk,description,years_of_study,slug,is_in_combination,academic_degree_id,faculty_id,direction_id,direction_2_id,created_at,updated_at
329,Использование альтернативных источников энергии,Využívanie alternatívnych zdrojov energie,,2,,0,3,9,15,,,
330,Испытательно-посредническая работа,Probačná a mediačná práca,,2,,0,4,71,8,,,
331,Исследования в сфере безопасности,Bezpečnostné štúdiá,,2,,0,4,33,16,,,
332,История,História,,2,,0,4,63,7,,,
333,История,História,,3,,0,1,63,7,,,
334,История,História,,2,,0,4,64,7,,,
335,История,História,,3,,0,1,64,7,,,
336,История,História,,3,,0,1,65,7,,,
337,История,História,,2,,0,4,65,7,,,
338,История,História,,3,,0,1,66,7,,,
339,История,História,,2,,0,4,66,7,,,
340,История,História,,2,,0,4,67,7,,,
341,История,História,,3,,0,1,67,7,,,
342,История,História,,2,,0,4,68,7,,,
343,История,História,,3,,0,1,68,7,,,
344,История,História,,3,,0,1,69,7,,,
345,История,História,,2,,0,4,69,7,,,
346,История - британские и американские исследования,História - britské a americké štúdiá,,3,,0,1,69,7,3,,
347,История - география,História - geografia,,3,,0,1,69,7,15,,
348,История - немецкий язык и культура,História - nemecký jazyk a kultúra,,2,,0,4,68,7,3,,
349,История - немецкий язык и культура,História - nemecký jazyk a kultúra,,3,,0,1,68,7,3,,
350,История - немецкий язык и литература,História - nemecký jazyk a literatúra,,3,,0,1,69,7,3,,
351,История - психология,História - psychológia,,3,,0,1,69,7,10,,
352,История - религия,História - religionistika,,3,,0,1,66,7,,,
353,История - словацкий язык и литература,História - slovenský jazyk a literatúra,,3,,0,1,69,7,3,,
354,История - философия,História - filozofia,,3,,0,1,67,7,5,,
355,История - философия,História - filozofia,,3,,0,1,69,7,4,,
356,История и практика современного искусства,Dejiny a prax súčasného umenia,,2,,0,4,116,1,,,
357,История и прикладная история в киберпространстве,História a aplikovaná história v kyberpriestore,,3,,0,1,70,7,,,
358,История и прикладная история в киберпространстве,História a aplikovaná história v kyberpriestore,,2,,0,4,70,7,,,
359,История и теория исскуства,Dejiny a teória umenia,,2,,0,4,65,1,,,
360,История и теория исскуства,Dejiny a teória umenia,,3,,0,1,65,1,,,
361,История искусства,Dejiny umenia,,3,,0,1,66,1,,,
362,История искусства - музология,Dejiny umenia - muzeológia,,3,,0,1,66,1,7,,
363,История искусства - общая история,Dejiny umenia - história,,3,,0,1,66,1,7,,
364,Итальянский язык и культура,Taliansky jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
365,Итальянский язык и культура,Taliansky jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
366,Каноническое право,Kánonické právo,,3,,0,4,90,4,,,
367,Католическое богословие,Katolícka teológia,,6,,0,4,71,8,,,
368,Католическое богословие,Katolícka teológia,,6,,0,4,97,8,,,
369,Католическое богословия,Katolícka teológia,,3,,0,4,105,8,,,
370,Католичесое богословие,Katolícka teológia,,6,,0,4,106,8,,,
371,Качество и безопасность,Kvalita a bezpečnosť ,,3,,0,1,102,20,,,
372,Качество и безопасность в производственных технологиях,Kvalita a bezpečnosť vo výrobných technológiách (2014),,2,,0,3,104,20,,,
373,Качество и безопасность в производственных технологиях,Kvalita a bezpečnosť vo výrobných technológiách (2014),,3,,0,1,104,20,,,
374,Качество производства в инженерных компаниях,Kvalita produkcie v strojárskych podnikoch,,2,,0,3,101,20,,,
375,Кибербезопасность,Kyberbezpečnosť,,2,,0,3,19,22,,,
376,Кибербезопасность,Kyberbezpečnosť,,3,,0,1,19,22,,,
377,Кибернетика,Kybernetika,,2,,0,3,18,23,,,
378,Кинология,Kynológia,,3,,0,1,113,35,,,
379,Классическая археология,Klasická archeológia,,2,,0,4,65,7,,,
380,Классическая археология,Klasická archeológia,,3,,0,1,65,7,,,
381,Классические языки,Klasické jazyky,,3,,0,1,66,3,,,
382,Количественные методы в экономике,Kvantitatívne metódy v ekonómii,,2,,0,3,16,2,,,
383,Коммерческая логистика,Komerčná logistika,,3,,0,1,9,30,,,
384,Коммуникационные и информационные технологии,Komunikačné a informačné technológie,,3,,0,1,17,22,,,
385,Композитор,Kompozícia,,3,,0,1,31,1,,,
386,Композитор,Kompozícia,,2,,0,2,31,1,,,
387,Компьютеризация процессов получения и обработки сырья,Informatizácia procesov získavania a spracovania surovín,,2,,0,3,9,15,,,
388,Компьютерная графика и геометрия,Počítačová grafika a geometria,,2,,0,4,28,28,,,
389,Компьютерная инженерия,Počítačové inžinierstvo,,3,,0,1,39,22,,,
390,Компьютерная инженерия,Počítačové inžinierstvo,,2,,0,3,39,22,,,
391,Компьютерная поддержка в сфере инженерии материалов,Počítačová podpora materiálového inžinierstva,,3,,0,1,35,20,,,
392,Компьютерная поддержка инженерного производства,Počítačová podpora strojárskej výroby,,2,,0,3,102,20,,,
393,Компьютерная поддержка инженерного производства,Počítačová podpora strojárskej výroby,,3,,0,1,102,20,,,
394,Компьютерная поддержка проектирования и производства,Počítačová podpora návrhu a výroby,,2,,0,3,79,20,,,
395,Компьютерная поддержка производственных технологий,Počítačová podpora výrobných technológií,,2,,0,3,52,20,,,
396,Компьютерная поддержка производственных технологий,Počítačová podpora výrobných technológií,,3,,0,1,52,20,,,
397,Компьютерная поддержка производственных технологий,Počítačová podpora výrobných technológií,,3,,0,1,79,20,,,
398,Компьютерное моделирование,Počítačové modelovanie,,3,,0,1,19,22,,,
399,Компьютерное моделирование,Počítačové modelovanie,,2,,0,3,19,22,,,
400,Компьютерное моделирование и моделирование в машиностроении,Počítačové modelovanie a simulácie v strojárstve,,2,,0,3,103,20,,,
401,Компьютерные и коммуникационные системы и сети,Počítačové a komunikačné systémy a siete,,2,,0,3,24,22,,,
402,Компьютерные и коммуникационные системы и сети,Počítačové a komunikačné systémy a siete,,3,,0,1,24,22,,,
403,Компьютерные сети,Počítačové siete,,3,,0,1,19,22,,,
404,Компьютерные сети,Počítačové siete,,2,,0,3,19,22,,,
405,Компьютерные системы и сеть,Počítačové systémy a siete,,3,,0,1,24,22,,,
406,Компьютерный дизайн и моделирование,Počítačové konštruovanie a simulácie,,3,,0,1,103,20,,,
407,Кормление животных и технологии кормов,Výživa zvierat a krmivárstvo,,2,,0,3,6,18,,,
408,Кормление и защита растений,Výživa a ochrana rastlín,,2,,0,3,6,18,,,
409,Космическая инженерия,Kozmické inžinierstvo,,2,,0,3,18,21,,,
410,Коучинг,Trénerstvo,,3,,0,1,48,17,,,
411,Коучинг,Trénerstvo,,2,,0,4,48,17,,,
412,Культуррология,Kulturológia,,3,,0,1,67,1,,,
413,Культуррология,Kulturológia,,2,,0,4,67,1,,,
414,Ландшафтная архитектура и ландшафтное планирование,Krajinná architektúra a krajinné plánovanie,,3,,0,1,8,18,,,
415,Ландшафтная и садовая архитектура,Krajinná a záhradná architektúra,,2,,0,3,54,18,,,
416,Ландшафтная и садовая архитектура,Krajinná a záhradná architektúra,,4,,0,1,54,18,,,
417,Ландшафтная инженерия,Krajinné inžinierstvo,,3,,0,1,54,18,,,
418,Ландшафтная инженерия,Krajinné inžinierstvo,,2,,0,3,54,18,,,
419,Ландшафты и ландшафтное планирование,Krajinárstvo a krajinné plánovanie,,2,,0,3,98,18,,,
420,Ландшафты и ландшафтное планирование,Krajinárstvo a krajinné plánovanie,,3,,0,1,98,18,,,
421,Латинский язык и культура,Latinský jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
422,Латинский язык и литература - британские и американские исследования,Latinský jazyk a literatúra - britské a americké štúdiá,,3,,0,1,69,3,,,
423,Латинский язык и литература - история,Latinský jazyk a literatúra - história,,3,,0,1,69,3,7,,
424,Латинский язык и литература - немецкий язык и литература,Latinský jazyk a literatúra - nemecký jazyk a literatúra,,3,,0,1,69,3,,,
425,Латинский язык и литература - словацкий язык и литература,Latinský jazyk a literatúra - slovenský jazyk a literatúra,,3,,0,1,69,3,,,
426,Латинский язык и литература - философия,Latinský jazyk a literatúra - filozofia,,3,,0,1,69,3,5,,
427,Лесное хозяйство,Lesníctvo,,3,,0,1,77,31,,,
428,Логопедия,Logopédia,,5,,0,4,85,34,,,
429,Маркетинговая коммуникация и реклама,Marketingová komunikácia a reklama,,3,,0,1,67,12,,,
430,Маркетинговая коммуникация и реклама,Marketingová komunikácia a reklama,,2,,0,4,67,12,,,
431,Маркетинговые коммуникации,Marketingová komunikácia,,3,,0,1,27,12,,,
432,Маркетинговые коммуникации,Marketingová komunikácia,,2,,0,4,27,12,,,
433,Маркетинговые коммуникации,Marketingová komunikácia,,3,,0,1,66,12,,,
434,Маркетинговые коммуникации,Marketingová komunikácia,,2,,0,4,66,12,,,
435,Маркетинговый и торговый менеджмент,Marketingový a obchodný manažment,,2,,0,3,81,2,,,
436,Массмедийная коммуникация,Masmediálna komunikácia,,3,,0,1,27,12,,,
437,Массмедийная коммуникация,Masmediálna komunikácia,,2,,0,4,27,12,,,
438,Математика,Matematika,,3,,0,1,28,28,,,
439,Математика,Matematika,,2,,0,4,28,28,,,
440,Математика,Matematika,,3,,0,1,36,28,,,
441,Математика,Matematika,,3,,0,1,95,28,,,
442,Математика - биология,Matematika - biológia,,3,,0,1,95,28,13,,
443,Математика - география,Matematika - geografia,,3,,0,1,95,28,15,,
444,Математика - информатика,Matematika - informatika,,3,,0,1,95,28,22,,
445,Математика - психология,Matematika - psychológia,,3,,0,1,95,28,10,,
446,Математика - физика,Matematika - fyzika,,3,,0,1,95,28,33,,
447,Математика - химия,Matematika - chémia,,3,,0,1,95,28,27,,
448,Математика в анализе данных и финансах,Matematika v analýze dát a vo financiách,,2,,0,4,36,28,,,
449,Математические статистические и информационные методы в области экономики и финансов,Matematicko-štatistické a informačné metódy v ekonómii a finančníctve,,3,,0,1,38,28,,,
450,Математические статистические и информационные методы в области экономики и финансов,Matematicko-štatistické a informačné metódy v ekonómii a finančníctve,,2,,0,4,38,28,,,
451,Математическо-компьютерное моделирование,Matematicko-počítačové modelovanie,,3,,0,1,98,28,,,
452,Математическо-компьютерное моделирование,Matematicko-počítačové modelovanie,,2,,0,3,98,28,,,
453,Математическое обучение (в комбинации),Učiteľstvo matematiky (v kombinácii),,2,,1,4,28,9,,,
454,Математическое обучение (в комбинации),Učiteľstvo matematiky (v kombinácii),,3,,1,1,28,9,,,
455,Материалы,Materiály,,3,,0,1,29,20,,,
456,Материальная инженерия,Materiálové inžinierstvo,,3,,0,1,79,20,,,
457,Материальная инженерия,Materiálové inžinierstvo,,2,,0,3,79,20,,,
458,Машиностроение,Strojné inžinierstvo,,3,,0,1,102,20,,,
459,Машиностроение,Strojné inžinierstvo,,2,,0,3,102,20,,,
460,"Машины и устройства для строительства, обработки и сельского хозяйства","Stroje a zariadenia pre stavebníctvo, úpravníctvo a poľnohospodárstvo",,2,,0,3,101,20,,,
461,Медиаматика,Mediamatika,,3,,0,1,41,12,,,
462,Медиаматика и культурное наследие,Mediamatika a kultúrne dedičstvo,,3,,0,1,23,12,,,
463,Медиаматика и культурное наследие,Mediamatika a kultúrne dedičstvo,,2,,0,4,23,12,,,
464,Медицинская биология,Medicínska biológia,,3,,0,1,94,13,,,
465,Медицинская педагогика,Liečebná pedagogika,,2,,0,4,85,34,,,
466,Медицинская педагогика,Liečebná pedagogika,,3,,0,1,85,34,,,
467,Международная экономика и развитие,Medzinárodná ekonomika a rozvoj,,2,,0,3,16,2,,,
468,Международное предпринимательство,Medzinárodné podnikanie,,3,,0,1,81,2,,,
469,Международные связи,Medzinárodné vzťahy,,2,,0,4,33,16,,,
470,Международные связи,Medzinárodné vzťahy,,3,,0,1,33,16,,,
471,Международные экономические отношения,Medzinárodné ekonomické vzťahy,,3,,0,1,30,2,,,
472,Международный бизнес аграрных товаров,Medzinárodné podnikanie s agrárnymi komoditami,,3,,0,1,16,2,,,
473,Международный менеджмент,Medzinárodný manažment,,3,,0,1,25,2,,,
474,Международный менеджмент,Medzinárodný manažment,,2,,0,4,25,2,,,
475,Менеджерская математика,Manažérska matematika,,2,,0,4,28,28,,,
476,Менеджерская математика,Manažérska matematika,,3,,0,1,28,28,,,
477,Менеджмент,Manažment,,3,,0,1,4,2,,,
478,Менеджмент,Manažment,,3,,0,1,25,2,,,
479,Менеджмент,Manažment,,2,,0,4,25,2,,,
480,Менеджмент,Manažment,,2,,0,4,26,2,,,
481,Менеджмент,Manažment,,3,,0,1,26,2,,,
482,Менеджмент,Manažment,,3,,0,1,39,2,,,
483,Менеджмент,Manažment,,3,,0,1,82,2,,,
484,Менеджмент безопастности,Bezpečnostný manažment,,3,,0,1,10,26,,,
485,Менеджмент безопастности,Bezpečnostný manažment,,2,,0,3,10,26,,,
486,Менеджмент бизнеса,Manažment podniku,,3,,0,1,16,2,,,
487,Менеджмент бизнеса,Manažment podniku,,2,,0,3,16,2,,,
488,Менеджмент в спорте,Športový manažment,,3,,0,1,48,17,2,,
489,Менеджмент в туризме и гостиничном бизнесе,Manažment v turizme a hotelierstve,,3,,0,1,112,2,,,
490,Менеджмент воздушного транспорта,Manažérstvo leteckej dopravy,,3,,0,1,78,30,,,
491,Менеджмент воздушного транспорта,Manažérstvo leteckej dopravy,,2,,0,3,78,30,,,
492,Менеджмент и консультирование в области образования и воспитания,Manažment a poradenstvo vo výchove a vzdelávaní,,2,,0,4,87,9,,,
493,Менеджмент международной торговли,Manažment medzinárodného obchodu,,2,,0,3,81,2,,,
494,Менеджмент производства продукии растениеводства,Manažment rastlinnej výroby,,2,,0,3,6,18,,,
495,Менеджмент производства продукии растениеводства,Manažment rastlinnej výroby,,3,,0,1,6,18,,,
496,Менеджмент производства продукции животноводства,Manažment živočíšnej výroby,,3,,0,1,6,18,,,
497,Менеджмент производства продукции животноводства,Manažment živočíšnej výroby,,2,,0,3,6,18,,,
498,Менеджмент процессов,Manažérstvo procesov,,3,,0,1,9,15,,,
499,Менеджмент регионального туризма,Manažment regionálneho cestovného ruchu,,2,,0,4,46,2,,,
500,Металлургия,Hutníctvo,,3,,0,1,29,15,,,
501,Металлургия,Hutníctvo,,2,,0,3,29,15,,,
502,Методы лабораторного обследования в здравоохранении,Laboratórne vyšetrovacie metódy v zdravotníctve,,3,,0,1,57,6,,,
503,Методы лабораторного обследования в здравоохранении,Laboratórne vyšetrovacie metódy v zdravotníctve,,2,,0,4,59,6,,,
504,Мехатроника,Mechatronika,,2,,0,3,101,23,,,
505,Мехатроника в технологическом оборудовании,Mechatronika v technologických zariadeniach,,3,,0,1,79,23,,,
506,Микробиология и вирусология,Mikrobiológia a virológia,,2,,0,4,94,13,,,
507,Микроэлектроника,Mikroelektronika,,2,,0,3,18,21,,,
508,"Минералогия, петрология и геология","Mineralógia, petrológia a ložisková geológia",,2,,0,4,94,15,,,
509,Минералургия и технологии окружающей среды,Mineralurgia a environmentálne technológie,,2,,0,3,9,15,,,
510,Молекулярная биология,Molekulárna biológia,,2,,0,4,94,13,,,
511,Монтаж и звуковая композиция,Strihová a zvuková skladba,,3,,0,1,62,1,,,
512,Монтаж и звуковая композиция,Strihová a zvuková skladba,,2,,0,2,62,1,,,
513,Музеология,Muzeológia,,2,,0,4,67,7,,,
514,Музыкальная интерпретация и создание,Hudobná interpretácia a tvorba,,2,,0,2,72,1,,,
515,Музыкальная интерпретация и создание,Hudobná interpretácia a tvorba,,3,,0,1,72,1,,,
516,Музыковедение,Muzikológia,,2,,0,4,66,1,,,
517,Музыковедение,Muzikológia,,3,,0,1,66,1,,,
518,Мультимедийная инженерия,Multimediálne inžinierstvo,,2,,0,3,17,22,,,
519,Мультимедийная информационнаые и коммуникационные технологии,Multimediálne informačné a komunikačné technológie,,2,,0,3,18,22,,,
520,Мультимедийные технологии,Multimediálne technológie,,3,,0,1,17,22,,,
521,Написание сценариев и режиссура художественных и документальных фильмов,Scenáristika a réžia hraného a dokumentárneho filmu,,3,,0,1,62,1,,,
522,Написание сценариев и режиссура художественных и документальных фильмов,Scenáristika a réžia hraného a dokumentárneho filmu,,2,,0,2,62,1,,,
523,Народное питание,Výživa ľudí,,2,,0,3,6,18,,,
524,Народное питание,Výživa ľudí,,3,,0,1,6,18,,,
525,Натуральные и синтетические полимеры,Prírodné a syntetické polyméry,,2,,0,3,12,27,,,
526,Наука данных,Dátová veda,,3,,0,1,28,22,28,,
527,Наука садоводства,International Master of Horticulture Science,,2,,0,5,54,18,,,
528,Немецкий язык и культура,Nemecký jazyk a kultúra (v kombinácii),,2,,1,4,64,3,,,
529,Немецкий язык и культура,Nemecký jazyk a kultúra (v kombinácii),,3,,1,1,64,3,,,
530,Немецкий язык и культура,Nemecký jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
531,Немецкий язык и культура,Nemecký jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
532,Немецкий язык и культура,Nemecký jazyk a kultúra,,2,,0,4,68,3,,,
533,Немецкий язык и культура,Nemecký jazyk a kultúra,,3,,0,1,68,3,,,
534,Немецкий язык и культура,Nemecký jazyk a kultúra (v kombinácii),,3,,1,1,68,3,,,
535,Немецкий язык и культура,Nemecký jazyk a kultúra (v kombinácii),,2,,1,4,68,3,,,
536,Немецкий язык и культура в профессиональном общении,Nemecký jazyk a kultúra v odbornej komunikácii,,3,,0,1,70,3,,,
537,Немецкий язык и культура в профессиональном общении,Nemecký jazyk a kultúra v odbornej komunikácii,,2,,0,4,70,3,,,
538,Немецкий язык и литература - география,Nemecký jazyk a literatúra - geografia,,3,,0,1,69,3,15,,
539,Немецкий язык и литература - информатика,Nemecký jazyk a literatúra - informatika,,3,,0,1,69,3,22,,
540,Немецкий язык и литература - психология,Nemecký jazyk a literatúra - psychológia,,3,,0,1,69,3,10,,
541,Немецкий язык и литература - философия,Nemecký jazyk a literatúra - filozofia,,3,,0,1,69,3,5,,
542,Неорганическая химия,Anorganická chémia,,2,,0,4,94,27,,,
543,Неорганическая химия,Anorganická chémia,,2,,0,4,95,27,,,
544,Неотложная медицинская помощь,Urgentná zdravotná starostlivosť,,3,,0,1,57,6,,,
545,Ностыне конструкции зданий,Nosné konštrukcie stavieb,,2,,0,3,98,25,,,
546,Носящие конструкции и транспортные сооружения,Nosné konštrukcie a dopravné stavby,,2,,0,3,99,25,,,
547,Обработка и монтаж,Obrábanie a montáž,,2,,0,3,79,20,,,
548,Обработка и переработка отходов,Spracovanie a recyklácia odpadov,,2,,0,3,29,15,,,
549,Обработка и переработка отходов,Spracovanie a recyklácia odpadov,,3,,0,1,29,15,,,
550,Обработка и применение неметаллов,Spracovanie a aplikácia nekovov,,2,,0,3,79,20,,,
551,Образование для взрослых и безопасность работы,Vzdelávanie dospelých a bezpečnosť práce,,3,,0,1,86,9,,,
552,Образование и консультациях для взрослых,Vzdelávanie dospelých a poradenstvo,,2,,0,4,86,9,,,
553,Обслуживание и ремонт автомобилей,Servis a opravy automobilov,,3,,0,1,44,20,,,
554,Обучение и обучение физическому воспитанию,Trénerstvo a učiteľstvo telesnej výchovy,,3,,0,1,48,17,9,,
555,Обучение и обучение физическому воспитанию,Trénerstvo a učiteľstvo telesnej výchovy,,2,,0,4,48,17,9,,
556,Общая ветеринарная медицина,Všeobecné veterinárske lekárstvo,,6,,0,9,113,35,,,
557,Общая медицина,Všeobecné lekárstvo,,6,,0,7,73,6,,,
558,Общая медицина,Všeobecné lekárstvo,,6,,0,7,74,6,,,
559,Общая медицина,Všeobecné lekárstvo,,6,,0,7,75,6,,,
560,Общая медицина,Všeobecné lekárstvo,,6,,0,7,76,6,,,
561,Общее сельское хозяйство,Všeobecné poľnohospodárstvo,,3,,0,1,6,18,,,
562,Общественный транспорт,Cestná doprava,,3,,0,1,34,30,,,
563,Общественный транспорт,Cestná doprava,,2,,0,3,34,30,,,
564,Общий менеджмент,Všeobecný manažment,,2,,0,3,32,2,,,
565,Окружающая среда,Environmentalistika,,3,,0,1,94,14,,,
566,"Оптика, лазеры и оптическая спектроскопия","Optika, lasery a optická spektroskopia",,2,,0,4,28,33,,,
567,Органическая и биоорганическая химия,Organická a bioorganická chémia,,2,,0,4,94,27,,,
568,Органическая химия,Organická chémia,,2,,0,4,95,27,,,
569,Основы христианской философии и католического богословия,Základy kresťanskej filozofie a katolíckej teológie,,3,,0,1,105,8,,,
570,Отношения человек - животное и его использование в канистерапии и гиппотерапии,Vzťah človek - zviera a jeho využitie v canisterapii a hipoterapii,,3,,0,1,113,35,,,
571,Палеонтология,Paleontológia,,3,,0,1,94,15,,,
572,Палеонтология,Paleontológia,,2,,0,4,94,15,,,
573,Педагогика,Pedagogika,,2,,0,4,66,9,,,
574,Педагогика,Pedagogika,,3,,0,1,66,9,,,
575,Педагогика,Pedagogika,,3,,0,1,82,9,,,
576,Перевод и интерпретация английский язык и культура,Prekladateľstvo a tlmočníctvo anglický jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
577,Перевод и интерпретация английский язык и культура,Prekladateľstvo a tlmočníctvo anglický jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
578,Перевод и интерпретация венгерский язык и культура,Prekladateľstvo a tlmočníctvo maďarský jazyk a kultúra (v kombinácii),,3,,1,1,46,3,,,
579,Перевод и интерпретация венгерский язык и культура,Prekladateľstvo a tlmočníctvo maďarský jazyk a kultúra (v kombinácii),,2,,1,4,46,3,,,
580,Перевод и интерпретация испанский язык и культура,Prekladateľstvo a tlmočníctvo španielsky jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
581,Перевод и интерпретация испанский язык и культура,Prekladateľstvo a tlmočníctvo španielsky jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
582,Перевод и интерпретация немецкий язык и культура,Prekladateľstvo a tlmočníctvo nemecký jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
583,Перевод и интерпретация немецкий язык и культура,Prekladateľstvo a tlmočníctvo nemecký jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
584,Перевод и интерпретация русский язык и культура,Prekladateľstvo a tlmočníctvo ruský jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
585,Перевод и интерпретация русский язык и культура,Prekladateľstvo a tlmočníctvo ruský jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
586,Перевод и интерпретация словацкий язык и культура,Prekladateľstvo a tlmočníctvo slovenský jazyk a kultúra (v kombinácii),,2,,1,4,67,3,,,
587,Перевод и интерпретация словацкий язык и культура,Prekladateľstvo a tlmočníctvo slovenský jazyk a kultúra (v kombinácii),,3,,1,1,67,3,,,
588,Пилот,Pilot,,3,,0,1,78,30,,,
589,Питание и защита здоровья,Výživa a ochrana zdravia,,2,,0,3,12,19,,,
590,"Питание, гигиена, косметика","Potraviny, hygiena, kozmetika",,2,,0,3,12,19,,,
591,"Питание, гигиена, косметика","Potraviny, výživa, kozmetika",,3,,0,1,12,19,,,
592,"Питание, косметика и защита здоровья","Výživa, kozmetika a ochrana zdravia",,3,,0,1,12,19,,,
593,Пищевая агро-промышленность,Agropotravinárstvo,,3,,0,1,11,19,,,
594,Пищевая гигиена,Hygiena potravín,,6,,0,9,113,35,,,
595,Пищевая промышленность,Potravinárstvo,,3,,0,1,12,19,,,
596,Пластмассы в инженерии и пластиковой обработке,Plasty v strojárstve a technológie spracovania plastov,,3,,0,1,101,20,27,,
597,Поддержание специальных мобильных технологий,Údržba špeciálnej mobilnej techniky,,2,,0,3,44,20,,,
598,Пожарная защита и безопасность,Protipožiarna ochrana a bezpečnosť,,3,,0,1,2,26,,,
599,Пожарная защита и безопасность,Protipožiarna ochrana a bezpečnosť,,2,,0,3,2,26,,,
600,Политология,Politológia,,2,,0,4,33,16,,,
601,Политология,Politológia,,3,,0,1,33,16,,,
602,Политология,Politológia,,2,,0,4,64,16,,,
603,Политология,Politológia,,3,,0,1,64,16,,,
604,Политология,Politológia,,3,,0,1,65,16,,,
605,Политология,Politológia,,2,,0,4,65,16,,,
606,Политология,Politológia,,3,,0,1,66,16,,,
607,Политология,Politológia,,2,,0,4,66,16,,,
608,Политология,Politológia,,3,,0,1,67,16,,,
609,Политология,Politológia,,2,,0,4,67,16,,,
610,Политология,Politológia,,2,,0,4,69,16,,,
611,Политология,Politológia,,3,,0,1,69,16,,,
612,Политология,Politológia,,3,,0,1,110,16,,,
613,Политология,Politológia,,2,,0,4,110,16,,,
614,Политология - философия,Politológia - filozofia,,3,,0,1,67,16,5,,
615,Почвенная экофизиология,Pôdna ekofyziológia,,2,,0,4,94,15,,,
616,Почтовая инженерия,Poštové inžinierstvo,,2,,0,3,34,30,,,
617,Право,Právo,,2,,0,4,89,4,,,
618,Право,Právo,,3,,0,1,89,4,,,
619,Право,Právo,,2,,0,4,90,4,,,
620,Право,Právo,,3,,0,1,90,4,,,
621,Право,Právo,,3,,0,1,91,4,,,
622,Право,Právo,,2,,0,4,91,4,,,
623,Право,Právo,,4,,0,1,92,4,,,
624,Право,Právo,,3,,0,1,92,4,,,
625,Право,Právo,,2,,0,4,92,4,,,
626,Право и экономика,Právo a ekonómia,,2,,0,4,80,4,2,,
627,Право и экономика,Právo a ekonómia,,2,,0,4,90,4,2,,
628,Православное богословие,Pravoslávna teológia,,5,,0,4,93,8,,,
629,Предпринимательство,Podnikanie,,3,,0,1,25,2,,,
630,Преподавание английского языка и литература,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,68,9,,,
631,Преподавание английского языка и литература,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,68,9,,,
632,Преподавание английского языка и литература,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,85,9,,,
633,Преподавание английского языка и литература,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,85,9,,,
634,Преподавание английского языка и литература (в комбинации),Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,23,9,,,
635,Преподавание английского языка и литература (в комбинации),Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,23,9,,,
636,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,63,9,,,
637,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,63,9,,,
638,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,64,9,,,
639,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,64,9,,,
640,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,66,9,,,
641,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,67,9,,,
642,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,67,9,,,
643,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,69,9,,,
644,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,84,9,,,
645,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,84,9,,,
646,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry,,3,,0,1,86,9,,,
647,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry,,2,,0,4,86,9,,,
648,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,3,,1,1,86,9,,,
649,Преподавание английского языка и литературы,Učiteľstvo anglického jazyka a literatúry (v kombinácii),,2,,1,4,86,9,,,
650,Преподавание биологии,Učiteľstvo biológie (v kombinácii),,3,,1,1,22,9,,,
651,Преподавание биологии,Učiteľstvo biológie (v kombinácii),,2,,1,4,22,9,,is_,
652,Преподавание биологии,Učiteľstvo biológie (v kombinácii),,3,,1,1,36,9,,,
653,Преподавание биологии,Učiteľstvo biológie (v kombinácii),,2,,1,4,36,9,,,
