id,name,name_sk,description,years_of_study,slug,is_in_combination,academic_degree_id,faculty_id,direction_id,direction_2_id,created_at,updated_at
43,английский язык и англоязычные культуры,anglický jazyk a anglofónne kultúry,,2,,0,4,84,3,,,
45,английский язык и культура,anglický jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
44,английский язык и англоязычные культуры,anglický jazyk a anglofónne kultúry,,3,,0,1,84,3,,,
46,английский язык и культура,anglický jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
47,английский язык и культура,anglický jazyk a kultúra (v kombinácii),,3,,1,1,68,3,,,
48,английский язык и культура,anglický jazyk a kultúra (v kombinácii),,2,,1,4,68,3,,,
49,английский язык и культура - история,anglický jazyk a kultúra - história,,3,,0,1,68,3,7,,
50,английский язык и культура - история,anglický jazyk a kultúra - história,,2,,0,4,68,3,7,,
51,английский язык и культура - философия,anglický jazyk a kultúra - filozofia,,2,,0,4,68,3,5,,
52,английский язык и культура - философия,anglický jazyk a kultúra - filozofia,,3,,0,1,68,3,5,,
53,английский язык и культура в профессиональном общении,anglický jazyk a kultúra v odbornej komunikácii,,3,,0,1,70,3,,,
54,английский язык и культура в профессиональном общении,anglický jazyk a kultúra v odbornej komunikácii,,2,,0,4,70,3,,,
55,английский язык и литература,anglický jazyk a literatúra,,2,,0,4,70,9,,,
56,английский язык и литература,anglický jazyk a literatúra,,3,,0,1,70,9,,,
57,английстика,anglistika,,3,,0,1,67,3,,,
58,англистика и американистика,anglistika a amerikanistika,,3,,0,1,63,3,,,
59,англистика и американистика - история,anglistika a amerikanistika - história,,3,,0,1,63,3,7,,
60,англистика и американистика - философия,anglistika a amerikanistika - filozofia,,3,,0,1,63,3,5,,
61,анимация досуга,animácia voľnočasových aktivít,,3,,0,1,71,8,,,
62,анимация изобразительных искусств,animácia výtvarného umenia,,3,,0,1,84,9,,,
63,антикризисное управление,krízový manažment,,3,,0,1,10,26,,,
64,антикризисное управление,krízový manažment,,2,,0,3,10,26,,,
65,арабский язык и культура,arabský jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
66,арабский язык и культура,arabský jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
67,археология,archeológia,,2,,0,4,66,7,,,
68,археология,archeológia,,3,,0,1,66,7,,,
69,археология,archeológia,,2,,0,4,67,7,,,
70,археология,archeológia,,3,,0,1,67,7,,,
71,архивирование,archívnictvo,,2,,0,4,64,7,,,
72,архивирование,archívnictvo,,3,,0,1,64,7,,,
73,"архивы, музеология и оцифровка исторического наследия","archívnictvo, muzeológia a digitalizácia historického dedičstva",,2,,0,4,66,7,,,
74,"архивы, музеология и оцифровка исторического наследия","archívnictvo, muzeológia a digitalizácia historického dedičstva",,3,,0,1,66,7,,,
75,архитектура,architektúra,,2,,0,6,8,25,,,
76,архитектура и урбанизм,architektúra a urbanizmus,,4,,0,1,8,25,,,
77,архитектура и урбанизм,architektúra a urbanizmus,,4,,0,1,49,25,,,
78,архитектура и урбанизм,architektúra a urbanizmus,,2,,0,6,49,25,,,
79,архитектурная творчество,architektonická tvorba,,2,,0,2,116,1,,,
80,архитектурная творчество,architektonická tvorba,,4,,0,1,116,1,,,
81,архитектурные сооружения и проектирование,architektonické konštrukcie a projektovanie,,2,,0,3,98,25,,,
82,астрономия и астрофизика,astronómia a astrofyzika,,2,,0,4,28,33,,,
83,безопасность и защита от здоровья на работе,bezpečnosť a ochrana zdravia pri práci,,3,,0,1,79,26,,,
84,безопасность и контроль за продуктами питания,bezpečnosť a kontrola potravín,,3,,0,1,11,19,,,
85,безопасность и контроль за продуктами питания,bezpečnosť a kontrola potravín,,2,,0,3,11,19,,,
86,безопасность кормов и пищевых продуктов,bezpečnosť krmív a potravín,,3,,0,1,113,35,,,
87,безопасность технических систем,bezpečnosť technických systémov,,2,,0,3,102,20,,,
88,бизнес в туризме и услугах,podnikanie v cestovnom ruchu a službách,,3,,0,1,81,2,,,
89,бизнес и маркетинг,biznis a marketing,,3,,0,1,81,2,,,
90,бизнес информатика,hospodárska informatika,,2,,0,3,19,22,,,
91,бизнес информатика,hospodárska informatika,,3,,0,1,19,22,,,
92,биоинформатика,bioinformatika,,3,,0,1,28,13,22,,
93,биология,biológia,,3,,0,1,22,13,,,
94,биология,biológia,,2,,0,4,22,13,,,
95,биология,biológia,,3,,0,1,38,13,,,
96,биология,biológia,,2,,0,4,38,13,,,
97,биология,biológia,,2,,0,4,94,13,,,
98,биология,biológia,,3,,0,1,94,13,,,
99,биология,biológia,,3,,0,1,95,13,,,
100,биология - география,biológia - geografia,,3,,0,1,95,13,15,,
101,биология - информатика,biológia - informatika,,3,,0,1,95,13,22,,
102,биология - психология,biológia - psychológia,,3,,0,1,95,13,10,,
103,биология - химия,biológia - chémia,,3,,0,1,95,13,27,,
104,биомедицинская инженерия,biomedicínske inžinierstvo,,3,,0,1,17,21,,,
105,биомедицинская инженерия,biomedicínske inžinierstvo,,2,,0,3,17,21,,,
106,биомедицинская инженерия,biomedicínske inžinierstvo,,2,,0,3,102,21,,,
107,биомедицинская информатика,biomedicínska informatika,,2,,0,3,39,22,,,
108,биомедицинская физика,biomedicínska fyzika,,2,,0,4,28,6,33,,
109,биомедицинская физика,biomedicínska fyzika,,3,,0,1,28,6,33,,
110,биотехнологии,biotechnológie,,2,,0,4,94,13,,,
111,биотехнология,biotechnológia,,2,,0,3,12,13,,,
112,биотехнология,biotechnológia,,3,,0,1,12,13,,,
113,биотехнология,biotechnológie,,3,,0,1,37,13,,,
114,биотехнология,biotechnológie,,2,,0,4,37,13,,,
115,биофизика,biofyzika,,2,,0,4,95,33,,,
116,биофизика,biofyzika,,3,,0,1,95,33,,,
117,биохимия,biochémia,,2,,0,4,94,27,,,
118,биохимия,biochémia,,3,,0,1,94,27,,,
119,биохимия,biochémia,,2,,0,4,95,27,,,
120,биохимия и биомедицинские технологии,biochémia a biomedicínske technológie,,2,,0,3,12,13,27,,
121,биохимия и биофизическая химия для фармацевтических применений,biochémia a biofyzikálna chémia pre farmaceutické aplikácie,,3,,0,1,12,27,,,
122,биохимия и биофизическая химия для фармацевтических применений,biochémia a biofyzikálna chémia pre farmaceutické aplikácie ,,4,,0,1,12,27,,,
123,благополучие и защита животных,pohoda a ochrana zvierat,,2,,0,4,113,35,,,
124,благотворительная и социальная служба,charitatívna a sociálna služba,,3,,0,1,93,11,,,
125,благотворительная служба и социальные консультации,charitatívna služba a sociálne poradenstvo,,2,,0,4,93,11,,,
126,болгарский язык и культура,bulharský jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
127,болгарский язык и культура,bulharský jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
128,ботаника,botanika,,2,,0,4,94,13,,,
129,ботаника и физиология растений,botanika a fyziológia rastlín,,2,,0,4,95,13,,,
130,британские и американские исследования - биология,britské a americké štúdiá - biológia,,3,,0,1,69,3,13,,
131,британские и американские исследования - география,britské a americké štúdiá - geografia,,3,,0,1,69,3,15,,
132,британские и американские исследования - информатика,britské a americké štúdiá - informatika,,3,,0,1,69,3,22,,
133,британские и американские исследования - математика,britské a americké štúdiá - matematika,,3,,0,1,69,3,28,,
134,британские и американские исследования - психология,britské a americké štúdiá - psychológia,,3,,0,1,69,3,10,,
135,британские и американские исследования - философия,britské a americké štúdiá - filozofia,,3,,0,1,69,3,5,,
136,бухгалтерия,účtovníctvo,,3,,0,1,16,2,,,
137,бухгалтерия,účtovníctvo,,3,,0,1,21,2,,,
138,бухгалтерия и аудиторство,účtovníctvo a auditorstvo,,2,,0,3,21,2,,,
139,венгерский язык в двуязычном административном общении,maďarský jazyk v bilingválnej administratívnej komunikácii,,2,,0,4,46,3,,,
140,венгерский язык и культура,maďarský jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
141,венгерский язык и культура,maďarský jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
142,венгерский язык и культура,maďarský jazyk a kultúra (v kombinácii),,3,,1,1,107,3,,,
143,венгерский язык и культура,maďarský jazyk a kultúra (v kombinácii),,2,,1,4,107,3,,,
144,венгерско-словацкое двуязычное посредничество,maďarsko-slovenský bilingválny mediátor,,3,,0,1,46,3,,,
145,ветеринарная медсестра,veterinárna sestra,,3,,0,1,113,35,,,
146,визуальная коммуникация,vizuálna komunikácia,,4,,0,1,116,1,,,
147,виноделие,vinárstvo,,3,,0,1,11,19,,,
148,водные сооружения и водное хозяйство,vodné stavby a vodné hospodárstvo,,3,,0,1,98,25,,,
149,водные сооружения и водное хозяйство,vodné stavby a vodné hospodárstvo,,2,,0,3,98,25,,,
150,водный транспорт,vodná doprava,,3,,0,1,34,30,,,
151,воздушная и космическая инженерия,letecké a kozmické inžinierstvo,,2,,0,3,78,30,,,
152,воздушный транспорт,letecká doprava,,3,,0,1,34,30,,,
153,воздушный транспорт,letecká doprava,,2,,0,3,34,30,,,
154,возобновляемые источники энергии,obnoviteľné zdroje energie,,2,,0,3,52,20,,,
155,возобновляемые источники энергии,obnoviteľné zdroje energie,,3,,0,1,52,20,,,
156,возобновляемые источники энергии и физика окружающей среды,obnoviteľné zdroje energie a environmentálna fyzika,,3,,0,1,28,33,,,
157,"воспитание и образование детей, молодежи и взрослых","výchova a vzdelávanie detí, mládeže a dospelých",,3,,0,1,87,9,,,
158,восточноазиатские языки и культуры,východoázijské jazyky a kultúry,,2,,0,4,66,3,,,
159,восточноазиатские языки и культуры,východoázijské jazyky a kultúry,,4,,0,1,66,3,,,
160,генетика,genetika,,2,,0,4,94,13,,,
161,генетика и молекулярная цитология,genetika a molekulárna cytológia,,2,,0,4,95,13,,,
162,генетические технологии в агробиологии,genetické technológie v agrobiológii,,2,,0,3,6,18,,,
163,география - информатика,geografia - informatika,,3,,0,1,95,15,22,,
164,география - психология,geografia - psychológia,,3,,0,1,95,15,10,,
165,география - философия,geografia - filozofia,,3,,0,1,95,15,5,,
166,география в региональном развитии,geografia v regionálnom rozvoji,,2,,0,4,38,15,,,
167,география в региональном развитии,geografia v regionálnom rozvoji,,3,,0,1,38,15,,,
168,география и геоинформатика,geografia a geoinformatika,,2,,0,4,95,15,,,
169,география и геоинформатика,geografia a geoinformatika,,3,,0,1,95,15,,,
170,география и прикладная геоинформатика,geografia a aplikovaná geoinformatika,,3,,0,1,22,15,,,
171,география и прикладная геоинформатика,geografia a aplikovaná geoinformatika,,2,,0,4,22,15,,,
172,"география, картография и геоинформатика","geografia, kartografia a geoinformatika",,3,,0,1,94,15,,,
173,"география, развитие регионов и европейская интеграция","geografia, rozvoj regiónov a európska integrácia",,3,,0,1,94,15,,,
174,геодезия и картография,geodézia a kartografia,,2,,0,3,98,15,,,
175,геодезия и картография,geodézia a kartografia,,3,,0,1,98,15,,,
176,геодезия и картография,geodézia a kartografia,,3,,0,1,100,15,,,
177,геодезия и работа с регистром земли,geodézia a kataster nehnuteľností,,3,,0,1,9,15,,,
178,геоинформационные и картографические методы в лесном хозяйстве,geoinformačné a mapovacie techniky v lesníctve,,2,,0,3,77,31,,,
179,геологическая инженерия,geologické inžinierstvo,,2,,0,3,9,15,,,
180,геология,geológia,,3,,0,1,94,15,,,
181,геология и региональное развитие,geológia a regionálny rozvoj,,3,,0,1,9,15,,,
182,геопотенциал регионов,geopotenciál regiónov,,3,,0,1,36,15,,,
183,геотуризм,geoturizmus,,2,,0,3,9,15,,,
184,геотуризм,geoturizmus,,3,,0,1,9,15,,,
185,геохимия окружающей среды,environmentálna geochémia,,2,,0,4,94,14,,,
186,германские исследования,germánske štúdiá,,2,,0,4,66,3,,,
187,германские исследования,germánske štúdiá,,3,,0,1,66,3,,,
188,гидравлические и пневматические машины и оборудование,hydraulické a pneumatické stroje a zariadenia,,2,,0,3,101,20,,,
189,гиппология,hipológia,,3,,0,1,6,18,,,
190,голландский язык и культура,holandský jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
191,голландский язык и культура,holandský jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
192,горное дело и геотехника,baníctvo a geotechnika,,3,,0,1,9,15,,,
193,горнопроходческие технологии,technológie baníctva a tunelárstva,,2,,0,3,9,15,,,
194,государственная политика,verejná politika,,2,,0,4,41,16,,,
195,государственная экономика и управление,verejná ekonomika a manažment,,3,,0,1,4,2,,,
196,государственное управление,verejná správa,,3,,0,1,40,2,,,
197,государственное управление,verejná správa,,2,,0,4,42,16,,,
198,государственное управление,verejná správa,,3,,0,1,42,16,,,
199,государственное управление,verejná správa,,2,,0,4,51,16,,,
200,государственное управление,verejná správa,,3,,0,1,51,16,,,
201,гражданское строительство,civil engineering,,2,,0,3,98,25,,,
202,гражданское строительство,civil engineering,,3,,0,1,98,25,,,
203,гражданское строительство,pozemné staviteľstvo,,2,,0,3,100,25,,,
204,гражданское строительство,pozemné staviteľstvo,,4,,0,1,100,25,,,
205,графика и другие медиа,grafika a iné médiá,,4,,0,1,116,1,,,
206,греческий язык и культура,grécky jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
207,греческий язык и культура,grécky jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
208,декоративно-прикладное искусство,úžitkové umenie,,4,,0,1,116,1,,,
209,деревообработка при поддержке информационных технологий,drevárstvo s podporou informačných technologií,,3,,0,1,2,31,,,
210,деревянные сооружения,drevené stavby,,3,,0,1,2,31,,,
211,деревянные сооружения,drevené stavby,,2,,0,3,2,31,,,
212,дизайн,dizajn,,4,,0,1,8,1,,,
213,дизайн,dizajn,,2,,0,2,8,1,,,
214,дизайн,dizajn,,4,,0,1,49,1,,,
215,дизайн,dizajn,,2,,0,2,49,1,,,
216,дизайн,dizajn,,2,,0,2,116,1,,,
217,дизайн,dizajn,,4,,0,1,116,1,,,
218,дизайн интерьера,dizajn nábytku a interiéru,,4,,0,1,2,1,,,
219,дизайн интерьера,dizajn nábytku a interiéru,,2,,0,2,2,1,,,
220,динамическая геология,dynamická geológia,,2,,0,4,94,15,,,
221,доставка и логистика,zasielateľstvo a logistika,,3,,0,1,34,30,,,
222,доставка и логистика,zasielateľstvo a logistika,,2,,0,3,34,30,,,
223,дошкольная и начальная педагогика. педагогика лиц с психосоциальными нарушениями,predškolská a elementárna pedagogika a pedagogika psychosociálne narušených,,3,,0,1,83,9,,,
224,дошкольная и элементарная педагогика,predškolská a elementárna pedagogika,,3,,0,1,82,9,,,
225,дошкольная и элементарная педагогика,predškolská a elementárna pedagogika,,3,,0,1,83,9,,,
226,дошкольная и элементарная педагогика,predškolská a elementárna pedagogika,,3,,0,1,84,9,,,
227,дошкольная и элементарная педагогика,predškolská a elementárna pedagogika,,3,,0,1,85,9,,,
228,дошкольная и элементарная педагогика,predškolská a elementárna pedagogika,,3,,0,1,86,9,,,
229,дошкольная и элементарная педагогика,predškolská a elementárna pedagogika,,3,,0,1,87,9,,,
230,дошкольная и элементарная педагогика с венгерским языком обучения,predškolská a elementárna pedagogika s vyučovacím jazykom maďarským,,3,,0,1,46,9,,,
231,дошкольная педагогика,predškolská pedagogika,,2,,0,4,83,9,,,
232,дошкольная педагогика,predškolská pedagogika,,2,,0,4,84,9,,,
233,евангельское богословие,evanjelická teológia,,5,,0,4,5,8,,,
234,евангельское богословие,evanjelikálna teológia,,2,,0,4,87,8,,,
235,евангельское богословие и миссия,evanjelikálna teológia a misia,,3,,0,1,87,8,,,
236,евангельское богословие с акцентом на социальную помощь,evanjelická teológia so zameraním na sociálnu pomoc,,3,,0,1,5,8,,,
237,"евангельское богословие, сосредоточенное на управлении социальной помощью",evanjelická teológia so zameraním na riadenie sociálnej pomoci,,2,,0,4,5,8,,,
238,европейские исследования,európske štúdiá,,2,,0,4,41,16,,,
239,европейские исследования,európske štúdiá,,3,,0,1,41,16,,,
240,европейские исследования,európske štúdiá,,2,,0,4,71,7,,,
241,европейские исследования,európske štúdiá,,3,,0,1,71,7,,,
242,европейские исследования и политика,európske štúdiá a politiky,,3,,0,1,42,16,,,
243,европейские исследования и политика,európske štúdiá a politiky,,2,,0,4,42,16,,,
244,европейское государственное управление,európska verejná správa,,3,,0,1,51,16,,,
245,европейское государственное управление,európska verejná správa,,2,,0,4,51,16,,,
246,железнодорожный транспорт,železničná doprava,,2,,0,3,34,30,,,
247,железнодорожный транспорт,železničná doprava,,3,,0,1,34,30,,,
248,живопись,maliarstvo,,4,,0,1,116,1,,,
249,живопись и графика,maľba-grafika,,4,,0,1,53,1,,,
250,журналистика,žurnalistika,,2,,0,4,63,12,,,
251,журналистика,žurnalistika,,3,,0,1,63,12,,,
252,журналистика,žurnalistika,,2,,0,4,66,12,,,
253,журналистика,žurnalistika,,3,,0,1,66,12,,,
254,журналистика,žurnalistika,,3,,0,1,67,12,,,
255,журналистика,žurnalistika,,2,,0,4,67,12,,,
256,журналистика - история,žurnalistika - história,,3,,0,1,67,12,7,,
257,защита и восстановление окружающей среды,ochrana a obnova životného prostredia,,3,,0,1,37,14,,,
258,защита материалов и объектов наследования,ochrana materiálov a objektov dedičstva,,2,,0,3,12,27,,,
259,защита окружающей среды,stráž prírody,,3,,0,1,114,14,,,
260,защита окружающей среды и экотехнологии сырья,ochrana životného prostredia a ekotechnológie surovín,,3,,0,1,9,15,,,
261,защита природы и использование ресурсов страны,ochrana a využívanie krajiny,,2,,0,3,14,14,,,
262,защита природы и использование ресурсов страны,ochrana a využívanie krajiny,,3,,0,1,14,14,,,
263,здравоохранение,verejné zdravotníctvo,,2,,0,4,50,6,,,
264,здравоохранение,verejné zdravotníctvo,,3,,0,1,57,6,,,
265,здравоохранение,verejné zdravotníctvo,,2,,0,4,59,6,,,
266,здравоохранение,verejné zdravotníctvo,,2,,0,4,73,6,,,
267,здравоохранение,verejné zdravotníctvo,,2,,0,4,76,6,,,
268,зоология,zoológia,,2,,0,4,94,13,,,
269,зоология и физиология животных,zoológia a fyziológia živočíchov,,2,,0,4,95,13,,,
270,измерение и менеджмент качества в инженерии,meranie a manažérstvo kvality v strojárstve,,3,,0,1,101,20,,,
271,измерение и тестирование,meranie a skúšobníctvo,,2,,0,3,101,20,,,
272,измерительная и информационная техника,meracia a informačná technika,,2,,0,3,18,20,,,
273,изобразительное искусство,vizuálne umenia,,2,,0,2,116,1,,,
274,инвестиционное планирование промышленного предприятия,investičné plánovanie v priemyselnom podniku,,2,,0,3,108,2,,,
275,инвестиционное планирование промышленного предприятия,investičné plánovanie v priemyselnom podniku,,3,,0,1,108,2,,,
276,инженерия в сфере деревообработки,drevárske inžinierstvo,,2,,0,3,2,31,,,
277,инженерия материалов,materiálové inžinierstvo,,2,,0,3,29,20,,,
278,инженерия окружающей среды,inžinierstvo životného prostredia,,2,,0,3,37,14,,,
279,инженерия окружающей среды,inžinierstvo prostredia,,2,,0,3,102,20,,,
280,инженерная геодезия и работа с регистром земли,inžinierska geodézia a kataster nehnuteľností,,2,,0,3,9,15,,,
281,инженерная геология и гидрогеология,inžinierska geológia a hydrogeológia,,2,,0,4,94,15,,,
282,инженерная химических и экологических технологий,inžinierstvo chemických a environmentálnych technológií,,3,,0,1,12,27,,,
283,инженерное и экологическое строительство,inžinierske a environmentálne staviteľstvo,,3,,0,1,98,25,,,
284,инженерные и транспортные сооружения,inžinierske konštrukcie a dopravné stavby,,2,,0,3,98,25,,,
285,инженерные и транспортные сооружения,inžinierske konštrukcie a dopravné stavby,,3,,0,1,98,25,,,
286,инженерные конструкции и транспортные сооружения,inžinierske konštrukcie a dopravné stavby,,3,,0,1,99,25,,,
287,инженерные технологии,strojárske technológie,,2,,0,3,102,20,,,
288,инженерные технологии,strojárske technológie,,2,,0,3,103,20,,,
289,инженерные технологии,strojárske technológie,,3,,0,1,103,20,,,
290,инженерные технологии и материалы,strojárske technológie a materiály,,2,,0,3,101,20,,,
291,инженерные технологии и материалы,strojárske technológie a materiály,,3,,0,1,101,20,,,
292,инженерство материалов,materiálové inžinierstvo,,3,,0,1,35,20,,,
293,инженерство материалов,materiálové inžinierstvo,,2,,0,3,35,20,,,
294,иностранные языки и межкультурная коммуникация,cudzie jazyky a interkultúrna komunikácia,,2,,0,4,7,3,,,
295,иностранные языки и межкультурная коммуникация,cudzie jazyky a interkultúrna komunikácia,,3,,0,1,7,3,,,
296,интегрированная безопасность,integrovaná bezpečnosť,,3,,0,1,79,26,,,
297,интегрированная безопасность,integrovaná bezpečnosť,,2,,0,3,79,26,,,
298,интеллектуальные информационные системы,inteligentné informačné systémy,,2,,0,3,39,22,,,
299,интеллектуальные программные системы,inteligentné softvérové systémy,,2,,0,3,24,22,,,
300,интеллектуальные системы,inteligentné systémy,,2,,0,3,19,22,,,
301,интеллектуальные системы,inteligentné systémy,,3,,0,1,19,22,,,
302,интеллектуальные технологии в промышленности,inteligentné technológie v priemysle,,2,,0,3,52,20,,,
303,интермедия,intermédiá,,4,,0,1,116,1,,,
304,информатика,informatika,,3,,0,1,19,22,,,
305,информатика,informatika,,2,,0,3,19,22,,,
306,информатика,informatika,,4,,0,1,24,22,,,
307,информатика,informatika,,3,,0,1,24,22,,,
308,информатика,informatika,,2,,0,4,28,22,,,
309,информатика,informatika,,3,,0,1,28,22,,,
310,информатика,Informatika,,3,,0,1,39,22,,,
311,информатика,informatika,,2,,0,4,95,22,,,
312,информатика,informatika,,3,,0,1,95,22,,,
313,информатика и управление,informatika a riadenie,,3,,0,1,39,22,,,
314,информационная безопасность,informačná bezpečnosť,,2,,0,3,24,22,,,
315,информационные и коммуникационные технологии,informačné a komunikačné technológie,,3,,0,1,18,22,,,
316,информационные и сетевые технологии,informačné a sieťové technológie,,3,,0,1,39,22,,,
317,информационные исследования,informačné štúdiá,,3,,0,1,66,12,,,
318,информационные исследования,informačné štúdiá,,2,,0,4,66,12,,,
319,информационные исследования - музеология,informačné štúdiá - muzeológia,,3,,0,1,66,12,7,,
320,информационные системы,informačné systémy,,2,,0,3,39,22,,,
321,информационные системы в государственном управлении,informačné systémy vo verejnej správe,,3,,0,1,51,16,,,
322,информационный менеджмент,informačný manažment,,2,,0,3,21,2,,,
323,информационный менеджмент,informačný manažment,,2,,0,3,39,2,,,
324,искусство интерпретации,interpretačné umenie,,2,,0,2,31,1,,,
325,искусство интерпретации,interpretačné umenie,,3,,0,1,31,1,,,
326,испанский язык и культура,španielsky jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
327,испанский язык и культура,španielsky jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
328,использование альтернативных источников энергии,využívanie alternatívnych zdrojov energie,,3,,0,1,9,15,,,
329,использование альтернативных источников энергии,využívanie alternatívnych zdrojov energie,,2,,0,3,9,15,,,
330,испытательно-посредническая работа,probačná a mediačná práca,,2,,0,4,71,8,,,
331,исследования в сфере безопасности,bezpečnostné štúdiá,,2,,0,4,33,16,,,
332,история,história,,2,,0,4,63,7,,,
333,история,história,,3,,0,1,63,7,,,
334,история,história,,2,,0,4,64,7,,,
335,история,história,,3,,0,1,64,7,,,
336,история,história,,3,,0,1,65,7,,,
337,история,história,,2,,0,4,65,7,,,
338,история,história,,3,,0,1,66,7,,,
339,история,história,,2,,0,4,66,7,,,
340,история,história,,2,,0,4,67,7,,,
341,история,história,,3,,0,1,67,7,,,
342,история,história,,2,,0,4,68,7,,,
343,история,história,,3,,0,1,68,7,,,
344,история,história,,3,,0,1,69,7,,,
345,история,história,,2,,0,4,69,7,,,
346,история - британские и американские исследования,história - britské a americké štúdiá,,3,,0,1,69,7,3,,
347,история - география,história - geografia,,3,,0,1,69,7,15,,
348,история - немецкий язык и культура,história - nemecký jazyk a kultúra,,2,,0,4,68,7,3,,
349,история - немецкий язык и культура,história - nemecký jazyk a kultúra,,3,,0,1,68,7,3,,
350,история - немецкий язык и литература,história - nemecký jazyk a literatúra,,3,,0,1,69,7,3,,
351,история - психология,história - psychológia,,3,,0,1,69,7,10,,
352,история - религия,história - religionistika,,3,,0,1,66,7,,,
353,история - словацкий язык и литература,história - slovenský jazyk a literatúra,,3,,0,1,69,7,3,,
354,история - философия,história - filozofia,,3,,0,1,67,7,5,,
355,история - философия,história - filozofia,,3,,0,1,69,7,4,,
356,история и практика современного искусства,dejiny a prax súčasného umenia,,2,,0,4,116,1,,,
357,история и прикладная история в киберпространстве,história a aplikovaná história v kyberpriestore,,3,,0,1,70,7,,,
358,история и прикладная история в киберпространстве,história a aplikovaná história v kyberpriestore,,2,,0,4,70,7,,,
359,история и теория исскуства,dejiny a teória umenia,,2,,0,4,65,1,,,
360,история и теория исскуства,dejiny a teória umenia,,3,,0,1,65,1,,,
361,история искусства,dejiny umenia,,3,,0,1,66,1,,,
362,история искусства - музология,dejiny umenia - muzeológia,,3,,0,1,66,1,7,,
363,история искусства - общая история,dejiny umenia - história,,3,,0,1,66,1,7,,
364,итальянский язык и культура,taliansky jazyk a kultúra (v kombinácii),,2,,1,4,66,3,,,
365,итальянский язык и культура,taliansky jazyk a kultúra (v kombinácii),,3,,1,1,66,3,,,
366,каноническое право,kánonické právo,,3,,0,4,90,4,,,
367,католическое богословие,katolícka teológia,,6,,0,4,71,8,,,
368,католическое богословие,katolícka teológia,,6,,0,4,97,8,,,
369,католическое богословия,katolícka teológia,,3,,0,4,105,8,,,
370,католичесое богословие,katolícka teológia,,6,,0,4,106,8,,,
371,качество и безопасность,kvalita a bezpečnosť ,,3,,0,1,102,20,,,
372,качество и безопасность в производственных технологиях,kvalita a bezpečnosť vo výrobných technológiách (2014),,2,,0,3,104,20,,,
373,качество и безопасность в производственных технологиях,kvalita a bezpečnosť vo výrobných technológiách (2014),,3,,0,1,104,20,,,
374,качество производства в инженерных компаниях,kvalita produkcie v strojárskych podnikoch,,2,,0,3,101,20,,,
375,кибербезопасность,kyberbezpečnosť,,2,,0,3,19,22,,,
376,кибербезопасность,kyberbezpečnosť,,3,,0,1,19,22,,,
377,кибернетика,kybernetika,,2,,0,3,18,23,,,
378,кинология,kynológia,,3,,0,1,113,35,,,
379,классическая археология,klasická archeológia,,2,,0,4,65,7,,,
380,классическая археология,klasická archeológia,,3,,0,1,65,7,,,
381,классические языки,klasické jazyky,,3,,0,1,66,3,,,
382,количественные методы в экономике,kvantitatívne metódy v ekonómii,,2,,0,3,16,2,,,
383,коммерческая логистика,komerčná logistika,,3,,0,1,9,30,,,
384,коммуникационные и информационные технологии,komunikačné a informačné technológie,,3,,0,1,17,22,,,
385,композитор,kompozícia,,3,,0,1,31,1,,,
386,композитор,kompozícia,, ,,0,2,31,1,,,
387,компьютеризация процессов получения и обработки сырья,informatizácia procesov získavania a spracovania surovín,,2,,0,3,9,15,,,
388,компьютерная графика и геометрия,počítačová grafika a geometria,,2,,0,4,28,28,,,
389,компьютерная инженерия,počítačové inžinierstvo,,3,,0,1,39,22,,,
390,компьютерная инженерия,počítačové inžinierstvo,,2,,0,3,39,22,,,
391,компьютерная поддержка в сфере инженерии материалов,počítačová podpora materiálového inžinierstva,,3,,0,1,35,20,,,
392,компьютерная поддержка инженерного производства,počítačová podpora strojárskej výroby,,2,,0,3,102,20,,,
393,компьютерная поддержка инженерного производства,počítačová podpora strojárskej výroby,,3,,0,1,102,20,,,
394,компьютерная поддержка проектирования и производства,počítačová podpora návrhu a výroby,,2,,0,3,79,20,,,
395,компьютерная поддержка производственных технологий,počítačová podpora výrobných technológií,,2,,0,3,52,20,,,
396,компьютерная поддержка производственных технологий,počítačová podpora výrobných technológií,,3,,0,1,52,20,,,
397,компьютерная поддержка производственных технологий,počítačová podpora výrobných technológií,,3,,0,1,79,20,,,
398,компьютерное моделирование,počítačové modelovanie,,3,,0,1,19,22,,,
399,компьютерное моделирование,počítačové modelovanie,,2,,0,3,19,22,,,
400,компьютерное моделирование и моделирование в машиностроении,počítačové modelovanie a simulácie v strojárstve,,2,,0,3,103,20,,,
401,компьютерные и коммуникационные системы и сети,počítačové a komunikačné systémy a siete,,2,,0,3,24,22,,,
